0.000,40.092,30.969,32.515,56.566,31.003,31.454,29.442,39.287,30.956,38.760,30.040,38.197,38.575,29.936,31.114,30.733,31.210,40.911,30.263,38.740,38.687,38.303,38.507,31.706,30.118,31.629,31.158,29.827,30.386,31.470,30.174
41.440,0.000,36.254,39.472,28.709,39.609,38.325,38.379,32.062,38.254,31.255,38.704,29.177,33.907,41.558,37.840,39.786,36.715,30.344,38.344,28.678,30.362,30.356,30.578,37.920,38.467,37.805,38.107,37.829,38.318,37.948,37.772
33.274,38.857,0.000,31.128,38.567,31.059,30.990,30.835,39.181,30.704,37.462,33.297,37.011,40.047,30.918,32.559,30.848,31.403,38.499,28.804,39.157,39.635,39.085,38.810,31.566,30.619,29.222,31.707,30.425,30.494,34.155,30.053
33.616,40.535,33.342,0.000,38.473,30.675,30.944,31.957,39.440,30.566,38.812,30.981,38.659,41.492,30.741,30.433,30.009,30.244,36.766,31.637,41.024,37.990,39.137,37.036,30.539,29.955,30.652,30.122,30.256,30.169,30.253,31.018
42.288,30.906,40.550,40.834,0.000,38.824,39.609,39.210,29.465,38.519,30.700,38.661,31.236,28.731,43.525,40.351,36.550,39.199,30.508,38.520,31.194,29.791,29.864,30.458,36.607,38.434,38.515,38.368,39.241,37.752,42.692,36.879
34.219,42.441,32.738,32.228,40.659,0.000,30.564,31.588,38.567,31.598,38.728,31.318,40.529,45.151,31.066,31.279,30.112,29.015,38.486,31.667,39.854,38.828,38.060,38.425,30.212,31.299,31.803,30.626,30.026,28.689,30.919,28.459
33.049,40.779,33.180,32.648,41.320,32.773,0.000,33.764,41.917,31.080,39.078,30.903,40.076,44.046,31.128,30.527,30.465,30.759,39.217,31.888,39.672,38.972,38.757,39.065,30.392,31.437,30.522,30.265,34.309,30.481,30.143,31.796
32.109,40.567,32.579,33.541,40.694,32.498,33.351,0.000,39.094,31.210,38.742,30.726,38.686,41.620,30.949,31.173,30.399,30.839,38.460,28.734,38.593,39.575,39.425,40.606,30.914,28.639,28.436,30.465,30.183,31.549,30.362,29.921
42.201,34.821,40.832,40.528,30.626,39.893,40.598,40.473,0.000,39.325,29.917,39.437,29.956,34.578,40.214,38.855,38.567,38.481,30.587,39.376,30.675,31.081,30.758,29.765,39.723,38.643,38.154,38.299,38.380,52.192,38.757,39.232
37.496,39.226,32.582,32.887,40.380,32.928,33.580,32.892,41.847,0.000,39.763,29.925,39.163,43.667,29.173,31.006,30.471,30.823,38.881,30.845,39.015,38.583,39.706,41.160,30.872,30.598,34.062,30.786,31.591,30.784,30.351,30.213
41.260,32.392,39.223,40.538,32.651,45.455,40.684,40.433,31.313,40.732,0.000,38.014,29.192,31.793,39.417,39.442,38.198,39.628,30.680,38.257,30.547,36.823,30.937,29.191,38.764,38.913,38.992,38.850,39.083,38.609,39.384,38.401
31.843,41.339,32.643,33.165,43.992,32.719,32.589,32.437,40.083,31.343,39.838,0.000,39.164,38.500,31.608,31.785,31.247,31.164,37.468,31.578,38.693,38.417,40.037,39.034,29.005,30.076,30.987,32.520,30.395,30.478,30.868,33.278
41.080,30.757,38.953,40.520,37.516,41.291,40.616,41.146,42.045,40.815,30.991,40.557,0.000,31.544,39.321,37.364,38.914,41.651,29.602,38.936,31.344,30.845,30.519,30.931,38.773,39.569,38.663,39.445,37.582,38.782,38.715,39.016
39.612,32.353,40.811,40.688,34.237,42.208,41.125,40.774,32.349,39.378,32.384,40.550,33.116,0.000,39.466,39.235,39.275,38.726,34.230,39.275,29.107,31.272,30.874,30.574,37.368,38.289,38.379,38.638,38.507,39.585,38.694,38.634
32.603,39.697,32.319,32.764,43.277,31.863,33.000,32.974,40.648,30.735,40.819,32.285,40.346,40.570,0.000,31.487,30.473,30.134,37.062,31.042,38.344,41.745,38.899,38.803,33.948,31.207,30.005,31.097,30.431,30.922,32.229,31.806
34.504,40.987,32.566,31.822,44.516,31.926,32.957,32.562,40.508,32.160,39.918,32.813,38.494,41.256,33.093,0.000,31.195,31.813,39.357,31.217,39.578,39.579,38.965,39.578,31.125,30.888,32.324,29.461,30.970,30.560,33.997,32.143
