0.000,39.799,31.430,32.916,40.323,31.250,31.781,29.862,39.128,32.067,39.356,29.182,38.495,38.749,29.243,31.326,31.385,30.823,38.873,29.203,38.655,38.710,38.710,39.270,31.412,30.810,31.115,30.422,30.150,31.040,30.580,30.330
41.119,0.000,36.354,39.449,28.779,40.315,38.418,38.720,32.432,38.479,30.844,38.956,28.868,31.094,38.239,38.140,39.119,36.850,30.718,38.502,28.983,30.072,30.328,30.744,38.102,39.544,38.188,38.349,38.084,39.158,38.220,38.065
34.392,40.826,0.000,31.706,38.688,31.012,31.561,31.344,38.746,30.824,39.345,31.771,37.180,38.409,30.948,31.358,30.785,31.268,38.645,28.976,39.348,38.987,39.341,38.860,31.508,30.559,29.464,31.296,31.129,30.681,34.362,30.605
35.157,41.110,33.647,0.000,38.758,30.800,31.260,31.629,39.177,31.027,38.858,31.532,39.180,38.951,31.217,30.414,30.301,30.595,36.839,31.027,38.896,38.212,38.820,37.206,30.774,30.385,30.873,30.417,30.429,30.473,31.168,30.090
41.610,31.316,41.979,40.870,0.000,39.149,39.058,39.160,29.171,38.416,30.827,38.694,31.379,28.968,39.328,40.531,36.616,38.645,30.691,38.617,31.078,29.843,29.991,30.678,36.640,38.532,38.809,38.652,39.542,38.062,43.511,37.029
33.941,43.528,33.092,32.342,41.088,0.000,30.983,31.043,38.605,31.330,39.624,31.297,39.945,40.374,30.966,31.319,30.241,29.206,38.550,31.070,38.670,39.080,38.315,38.957,30.497,31.062,31.798,30.716,30.433,28.851,30.407,28.641
33.832,41.146,33.589,32.946,41.312,32.531,0.000,31.871,39.373,30.785,39.026,31.187,39.525,40.726,31.189,31.175,30.628,30.936,39.210,31.695,40.037,38.860,39.201,39.468,28.918,32.781,30.963,30.478,34.306,30.552,30.250,30.583
32.509,40.834,33.148,33.054,41.120,32.714,33.980,0.000,39.402,31.232,39.141,31.175,38.853,39.151,31.665,31.363,30.431,31.221,38.567,29.038,38.740,39.641,39.022,40.841,31.290,28.571,28.726,30.650,30.551,30.395,30.710,30.212
41.393,34.540,41.132,40.841,31.356,40.771,40.961,40.505,0.000,39.327,30.186,38.941,29.562,31.055,40.259,38.944,38.772,38.928,30.553,39.357,30.692,31.151,30.827,29.857,39.449,38.779,39.071,39.574,38.620,39.589,38.621,39.384
34.052,39.710,32.966,32.776,40.715,32.779,33.348,32.900,41.841,0.000,39.373,30.141,39.139,38.301,30.063,31.580,30.668,31.166,38.855,30.893,39.387,38.567,38.722,39.329,31.110,31.039,31.928,30.796,31.575,31.171,30.777,30.536
41.950,32.529,40.543,41.134,33.154,41.908,41.664,41.595,31.725,41.005,0.000,38.265,29.504,31.588,39.794,39.106,38.999,39.679,30.620,38.444,31.053,35.925,31.353,29.227,38.559,39.125,39.150,39.210,39.174,39.034,39.900,38.472
32.216,40.872,33.047,33.072,40.744,32.756,32.735,32.557,40.465,31.409,39.890,0.000,39.135,38.968,31.374,31.624,34.116,31.769,37.593,31.274,39.130,38.938,38.980,38.997,29.239,30.368,31.336,32.822,30.418,30.494,31.084,32.556
42.125,31.083,39.233,40.443,33.343,42.720,42.216,40.838,36.597,40.838,30.966,40.828,0.000,31.924,39.429,37.285,39.102,39.951,29.317,38.885,31.164,30.890,30.141,31.066,38.988,39.338,38.918,39.117,37.796,38.884,39.592,38.838
