0.000,39.023,30.888,32.669,39.525,30.884,42.967,30.042,38.060,32.086,38.893,29.185,38.235,38.472,28.881,30.976,39.772,30.292,38.815,28.959,38.676,38.685,40.314,38.348,31.894,30.210,30.940,30.652,29.955,30.503,30.203,29.933
42.073,0.000,36.382,39.004,28.374,40.190,38.218,38.611,32.927,38.624,30.269,39.025,28.829,30.392,38.487,39.717,40.507,36.566,30.279,38.837,28.656,29.648,30.344,30.400,38.008,39.558,37.706,38.256,37.743,39.303,38.672,37.829
33.093,39.718,0.000,31.245,38.829,30.479,30.929,30.660,38.535,30.258,40.577,31.601,37.439,38.286,30.624,34.364,30.857,30.532,38.605,29.005,39.555,38.944,39.700,38.393,31.703,30.734,29.523,31.597,30.816,30.429,34.156,30.428
33.466,41.213,33.957,0.000,38.711,32.283,30.928,31.245,40.389,30.143,38.836,31.014,39.270,38.587,31.094,34.423,30.428,31.063,38.066,31.468,39.350,38.138,39.836,37.058,30.810,31.472,30.196,30.517,30.114,30.290,32.359,30.073
41.843,31.093,40.584,41.273,0.000,38.833,39.129,39.040,29.102,39.467,31.157,38.295,31.084,28.996,38.924,44.313,36.564,38.325,30.191,38.500,30.972,29.471,30.111,30.463,36.460,38.534,38.490,38.510,39.101,38.105,41.779,37.277
34.644,43.759,32.474,33.817,40.890,0.000,30.712,30.899,38.551,31.195,38.593,31.126,40.429,40.403,30.855,34.204,30.543,29.042,38.260,30.947,38.735,38.901,38.032,38.997,30.345,31.865,31.959,30.508,30.174,28.950,30.384,28.715
33.901,41.013,33.335,32.619,41.301,32.356,0.000,31.767,38.971,30.545,38.979,30.685,39.665,40.563,31.144,33.806,30.807,30.539,38.687,31.167,40.311,38.811,39.005,39.493,29.018,31.893,30.576,31.296,34.068,30.198,30.054,30.335
32.135,40.872,33.026,32.765,40.841,32.703,33.475,0.000,39.364,31.358,38.999,30.615,38.789,39.105,31.129,34.462,30.662,30.830,38.339,28.940,38.982,39.752,39.443,39.737,30.809,28.293,28.410,31.399,30.306,30.274,30.523,30.293
41.111,35.177,41.062,40.742,32.245,40.882,40.433,40.376,0.000,39.072,30.780,38.553,29.774,31.705,40.780,42.478,38.981,38.830,30.538,39.470,31.338,32.036,30.718,29.002,39.540,38.250,38.106,38.402,38.352,39.160,38.653,39.574
33.195,39.478,35.332,32.308,40.315,32.375,33.471,32.271,42.034,0.000,40.015,29.542,38.573,37.772,30.389,33.949,30.601,31.129,38.614,30.878,39.324,38.235,38.646,38.875,31.002,31.492,31.100,30.668,31.936,30.676,31.463,31.336
41.247,32.353,43.232,41.089,37.136,42.404,42.519,40.475,31.749,40.855,0.000,38.340,29.152,30.960,39.568,39.048,38.709,43.990,30.850,38.093,30.689,36.409,30.932,28.609,38.723,38.974,39.037,38.705,39.788,39.315,38.752,38.056
32.751,41.855,35.418,32.902,41.198,32.682,32.410,31.965,41.403,31.148,39.785,0.000,38.771,38.704,31.202,33.438,30.777,30.691,37.479,31.050,38.955,38.593,38.991,39.027,29.597,30.180,31.391,34.019,30.445,30.639,30.630,42.060
41.339,31.154,41.203,40.219,33.116,41.522,41.493,40.959,45.603,40.527,30.962,40.585,0.000,32.069,38.973,37.291,38.397,41.211,29.506,38.594,31.147,30.672,30.015,31.189,38.989,39.008,38.489,38.747,37.810,39.576,39.826,38.854
39.526,32.305,43.329,40.421,30.899,41.976,42.105,40.949,32.190,39.517,32.264,41.203,33.109,0.000,38.979,40.864,39.253,38.680,34.014,38.905,29.168,31.059,31.024,29.220,37.621,38.511,39.527,38.327,38.276,39.633,38.771,38.458
