,experiment,cloud,env,env_type,nodes,application,metric,value,gpu_count
0,google/gke/cpu,google,gke,cpu,64,gromacs,duration,18.203222513198853,0
1,google/gke/cpu,google,gke,cpu,64,gromacs,simulation_ns_per_day,11.881,0
2,google/gke/cpu,google,gke,cpu,64,gromacs,hour_per_ns,2.02,0
3,google/gke/cpu,google,gke,cpu,64,gromacs,duration,19.72736120223999,0
4,google/gke/cpu,google,gke,cpu,64,gromacs,simulation_ns_per_day,10.937,0
5,google/gke/cpu,google,gke,cpu,64,gromacs,hour_per_ns,2.194,0
6,google/gke/cpu,google,gke,cpu,64,gromacs,duration,15.682192087173462,0
7,google/gke/cpu,google,gke,cpu,64,gromacs,simulation_ns_per_day,15.064,0
8,google/gke/cpu,google,gke,cpu,64,gromacs,hour_per_ns,1.593,0
9,google/gke/cpu,google,gke,cpu,64,gromacs,duration,16.043059587478638,0
10,google/gke/cpu,google,gke,cpu,64,gromacs,simulation_ns_per_day,12.909,0
11,google/gke/cpu,google,gke,cpu,64,gromacs,hour_per_ns,1.859,0
12,google/gke/cpu,google,gke,cpu,64,gromacs,duration,17.16252303123474,0
13,google/gke/cpu,google,gke,cpu,64,gromacs,simulation_ns_per_day,12.748,0
14,google/gke/cpu,google,gke,cpu,64,gromacs,hour_per_ns,1.883,0
15,google/gke/cpu,google,gke,cpu,16,gromacs,duration,5.66920280456543,0
16,google/gke/cpu,google,gke,cpu,16,gromacs,simulation_ns_per_day,22.706,0
17,google/gke/cpu,google,gke,cpu,16,gromacs,hour_per_ns,1.057,0
18,google/gke/cpu,google,gke,cpu,16,gromacs,duration,5.413957595825195,0
19,google/gke/cpu,google,gke,cpu,16,gromacs,simulation_ns_per_day,23.018,0
20,google/gke/cpu,google,gke,cpu,16,gromacs,hour_per_ns,1.043,0
21,google/gke/cpu,google,gke,cpu,16,gromacs,duration,5.214932918548584,0
22,google/gke/cpu,google,gke,cpu,16,gromacs,simulation_ns_per_day,27.068,0
23,google/gke/cpu,google,gke,cpu,16,gromacs,hour_per_ns,0.887,0
24,google/gke/cpu,google,gke,cpu,16,gromacs,duration,5.354681015014648,0
25,google/gke/cpu,google,gke,cpu,16,gromacs,simulation_ns_per_day,23.79,0
26,google/gke/cpu,google,gke,cpu,16,gromacs,hour_per_ns,1.009,0
27,google/gke/cpu,google,gke,cpu,16,gromacs,duration,7.679527997970581,0
28,google/gke/cpu,google,gke,cpu,16,gromacs,simulation_ns_per_day,1.916,0
29,google/gke/cpu,google,gke,cpu,16,gromacs,hour_per_ns,12.527,0
30,google/gke/cpu,google,gke,cpu,32,gromacs,duration,8.04483151435852,0
31,google/gke/cpu,google,gke,cpu,32,gromacs,simulation_ns_per_day,17.167,0
32,google/gke/cpu,google,gke,cpu,32,gromacs,hour_per_ns,1.398,0
33,google/gke/cpu,google,gke,cpu,32,gromacs,duration,8.628044605255127,0
34,google/gke/cpu,google,gke,cpu,32,gromacs,simulation_ns_per_day,17.105,0
35,google/gke/cpu,google,gke,cpu,32,gromacs,hour_per_ns,1.403,0
36,google/gke/cpu,google,gke,cpu,32,gromacs,duration,9.793183326721191,0
37,google/gke/cpu,google,gke,cpu,32,gromacs,simulation_ns_per_day,8.685,0
38,google/gke/cpu,google,gke,cpu,32,gromacs,hour_per_ns,2.764,0
39,google/gke/cpu,google,gke,cpu,32,gromacs,duration,8.159496784210205,0
40,google/gke/cpu,google,gke,cpu,32,gromacs,simulation_ns_per_day,23.103,0
41,google/gke/cpu,google,gke,cpu,32,gromacs,hour_per_ns,1.039,0
42,google/gke/cpu,google,gke,cpu,32,gromacs,duration,7.994578838348389,0
43,google/gke/cpu,google,gke,cpu,32,gromacs,simulation_ns_per_day,18.99,0
44,google/gke/cpu,google,gke,cpu,32,gromacs,hour_per_ns,1.264,0
45,google/gke/cpu,google,gke,cpu,4,gromacs,duration,3.9981565475463867,0
46,google/gke/cpu,google,gke,cpu,4,gromacs,simulation_ns_per_day,38.538,0
47,google/gke/cpu,google,gke,cpu,4,gromacs,hour_per_ns,0.623,0
48,google/gke/cpu,google,gke,cpu,4,gromacs,duration,3.9684317111968994,0
49,google/gke/cpu,google,gke,cpu,4,gromacs,simulation_ns_per_day,51.027,0
50,google/gke/cpu,google,gke,cpu,4,gromacs,hour_per_ns,0.47,0
51,google/gke/cpu,google,gke,cpu,4,gromacs,duration,4.002235174179077,0
52,google/gke/cpu,google,gke,cpu,4,gromacs,simulation_ns_per_day,38.022,0
