0.000,39.941,29.655,32.452,29.492,29.132,29.019,29.258,28.506,29.495,32.573,28.734,29.080,28.833,29.856,29.262
42.430,0.000,27.496,28.813,29.537,27.503,27.755,29.869,27.551,31.662,29.800,29.658,29.285,29.552,29.276,28.979
43.346,28.249,0.000,29.178,29.219,28.826,29.341,28.629,28.702,28.677,29.895,27.827,28.553,28.577,28.863,30.295
49.652,29.815,30.427,0.000,29.365,29.142,29.399,29.345,28.729,29.149,30.506,29.071,27.054,29.966,29.706,29.045
38.199,33.333,30.129,30.268,0.000,26.013,30.883,30.128,30.120,32.930,29.238,29.419,29.257,29.256,29.291,28.834
43.881,28.874,29.408,30.441,26.741,0.000,27.532,29.246,28.743,29.753,30.023,29.116,27.754,28.761,29.542,28.741
44.013,28.459,30.023,30.328,30.296,28.226,0.000,31.569,29.476,32.165,30.721,29.686,29.637,30.833,28.814,29.516
45.450,29.993,29.342,29.511,29.333,30.292,30.712,0.000,27.919,31.003,29.867,29.681,31.068,27.500,29.358,30.290
44.175,28.020,29.394,32.421,30.762,29.336,29.660,28.356,0.000,29.008,29.211,29.210,29.384,29.253,35.841,30.072
50.428,32.447,29.463,29.513,33.408,30.115,29.080,31.153,30.382,0.000,28.907,29.246,30.303,29.342,29.138,29.284
33.461,30.158,29.421,30.655,30.183,30.701,30.222,29.892,30.962,29.235,0.000,30.150,29.476,29.416,29.973,28.944
31.193,30.259,27.836,29.811,29.548,29.465,30.061,29.505,29.456,30.955,30.494,0.000,29.349,30.025,29.391,30.173
30.021,29.907,29.036,27.803,30.146,27.937,29.833,29.379,29.709,29.152,29.044,29.492,0.000,29.015,30.518,28.883
30.132,29.117,28.925,30.426,29.003,29.580,29.696,27.733,29.248,30.040,29.340,29.723,29.442,0.000,27.488,29.812
30.496,29.819,29.282,29.701,30.012,29.613,28.587,29.607,29.401,29.332,30.245,29.444,30.501,27.639,0.000,30.460
30.051,29.374,29.639,29.183,30.867,29.128,29.396,30.842,30.046,29.482,28.955,30.027,29.253,29.566,30.533,0.000
