0.000,30.535,29.168,33.626,29.500,29.559,29.002,29.241,29.677,29.510,32.957,29.089,29.578,29.086,29.403,28.926
32.561,0.000,27.626,29.144,29.840,27.550,27.630,29.506,28.070,32.196,29.998,29.559,29.726,29.662,29.518,28.940
31.551,28.548,0.000,29.106,30.017,28.971,29.293,28.830,28.909,29.282,30.119,27.011,28.526,28.524,28.861,29.237
35.562,29.715,29.965,0.000,29.428,29.646,29.268,29.826,29.160,29.403,29.446,30.081,27.363,29.549,29.433,28.735
32.199,30.350,29.975,30.585,0.000,25.994,30.828,30.200,30.339,33.127,29.405,30.230,29.451,30.521,29.432,29.213
32.271,28.604,29.529,30.600,26.850,0.000,27.547,29.348,29.047,29.701,30.240,29.192,27.742,29.159,29.062,29.049
32.678,28.315,29.947,30.131,30.581,28.151,0.000,31.024,29.895,31.110,30.592,29.645,29.592,29.619,28.207,29.412
33.535,30.228,29.433,30.718,29.887,30.026,30.493,0.000,28.533,31.240,29.991,30.599,30.421,27.730,29.670,29.931
33.238,28.510,29.423,31.658,30.600,29.368,29.795,28.329,0.000,29.712,29.508,29.396,29.427,29.436,32.010,30.062
33.574,32.148,29.587,30.655,33.302,29.931,30.155,30.893,29.943,0.000,29.107,30.004,29.028,29.755,29.275,29.345
33.684,30.575,29.698,30.039,30.187,31.030,30.224,30.173,31.089,29.245,0.000,30.523,29.284,30.430,30.070,29.078
30.282,30.457,27.826,31.048,30.831,30.106,29.788,29.899,29.880,31.097,30.514,0.000,29.483,30.272,29.517,30.244
30.057,30.213,29.188,27.919,30.081,28.340,29.732,29.722,29.944,29.440,29.269,29.577,0.000,29.343,30.666,29.298
30.186,29.172,28.937,29.698,29.083,29.906,29.709,27.979,29.690,29.873,29.759,30.092,29.658,0.000,27.800,29.757
30.329,30.031,29.839,30.213,29.914,29.795,28.359,29.955,29.452,29.364,30.225,29.758,30.823,27.840,0.000,30.006
30.119,29.682,30.158,29.252,30.938,29.643,29.455,30.924,30.168,29.647,29.243,30.115,29.438,29.759,30.126,0.000
