0.000,29.259,29.111,32.478,29.533,29.275,28.983,29.208,28.480,29.316,32.763,28.957,29.021,29.260,29.123,28.621
44.144,0.000,27.706,29.122,30.950,27.905,27.929,29.704,27.371,31.692,30.185,29.435,29.373,29.581,29.382,29.011
43.300,29.452,0.000,29.083,29.377,29.213,30.135,29.553,29.524,28.547,31.231,27.122,29.448,28.370,29.109,29.287
48.278,29.517,30.051,0.000,29.220,29.095,29.335,29.512,28.484,28.808,30.565,46.201,27.401,30.062,29.805,28.652
49.158,30.001,30.073,29.668,0.000,26.065,30.889,30.208,30.050,33.032,29.313,29.463,29.678,29.365,29.291,31.268
44.335,29.098,29.834,30.406,27.065,0.000,27.530,29.366,28.865,29.078,30.027,28.895,27.570,28.567,29.085,28.690
42.521,28.282,29.929,29.747,31.600,28.320,0.000,30.152,29.173,30.737,29.972,29.445,30.514,29.781,27.854,29.318
43.609,30.672,29.063,29.527,29.296,29.870,30.282,0.000,27.749,30.761,29.584,29.842,29.855,27.432,29.450,29.778
48.569,28.168,29.457,29.071,30.740,29.204,29.711,27.799,0.000,29.651,29.443,29.446,29.361,29.791,29.222,30.157
40.951,32.413,29.572,29.442,33.241,29.797,30.573,31.149,29.663,0.000,29.883,30.927,29.364,32.370,29.339,29.223
33.414,30.176,29.505,30.048,30.110,30.577,30.152,30.101,31.730,28.948,0.000,30.047,29.219,29.765,30.671,30.529
30.137,30.125,27.735,33.155,33.014,29.613,29.550,29.637,29.164,30.910,31.274,0.000,29.227,29.703,29.440,30.274
29.932,30.354,29.575,27.994,30.052,28.879,29.735,29.543,30.019,29.368,29.117,29.799,0.000,29.354,30.544,29.011
29.987,30.009,28.848,31.102,28.905,29.541,29.589,27.754,29.426,30.010,29.965,30.156,29.228,0.000,27.641,29.736
30.419,29.833,30.502,30.571,29.768,29.333,28.462,29.829,29.407,29.482,31.070,29.614,32.258,27.695,0.000,30.413
30.155,29.810,30.033,29.224,30.643,30.263,29.299,30.777,29.816,29.277,29.326,30.000,29.108,29.574,29.943,0.000
