0.000,29.184,29.127,32.633,29.437,29.249,28.644,28.854,28.596,30.136,32.825,29.081,29.174,29.577,29.315,28.947
30.780,0.000,27.367,29.366,29.627,27.489,27.725,29.160,27.389,31.493,29.562,30.118,29.904,29.322,30.059,29.307
29.773,28.419,0.000,29.039,28.985,28.794,28.825,28.783,28.346,28.962,29.861,26.768,28.308,28.014,29.077,28.900
33.640,29.430,29.975,0.000,29.145,29.969,29.202,30.465,28.588,30.024,29.082,29.284,27.230,29.023,28.678,28.595
29.970,29.989,29.808,29.673,0.000,26.002,29.783,30.255,29.628,32.973,29.297,29.722,29.394,29.025,29.148,28.949
29.942,28.208,29.528,30.605,26.924,0.000,27.902,29.065,28.846,29.407,30.911,28.847,27.389,29.421,28.826,28.883
30.632,28.287,29.977,30.066,30.291,28.129,0.000,30.160,29.571,29.421,30.497,29.828,29.041,29.414,27.863,29.532
31.468,30.308,29.422,31.161,30.690,30.168,30.305,0.000,29.024,30.023,30.788,29.882,30.931,27.552,29.622,31.015
29.430,29.265,29.326,32.138,30.761,29.230,30.460,27.858,0.000,29.047,29.169,29.137,29.453,29.695,31.559,30.181
30.291,31.888,29.368,29.964,33.285,29.866,29.465,30.144,29.425,0.000,28.884,29.267,28.734,29.757,29.317,29.262
33.812,30.154,29.663,29.504,29.569,30.435,30.582,30.104,30.825,29.082,0.000,29.905,29.263,29.283,29.471,29.254
30.360,30.306,27.756,29.621,29.653,29.573,30.085,29.883,29.274,31.746,30.371,0.000,29.619,29.854,29.686,30.658
29.869,29.960,29.282,27.351,30.037,27.905,29.676,29.253,30.062,29.274,28.875,29.780,0.000,29.083,30.181,29.010
30.109,28.961,28.518,29.419,29.892,29.896,29.730,27.822,29.655,30.151,29.629,29.775,29.085,0.000,27.805,29.939
30.387,29.827,29.265,29.393,29.720,29.946,28.242,29.865,29.297,29.322,30.117,29.519,31.534,27.294,0.000,29.813
30.880,30.396,30.086,29.336,30.636,29.374,29.283,31.427,29.988,29.237,31.110,30.165,29.264,29.681,29.753,0.000
