0.000,29.497,29.066,32.530,29.345,29.431,29.119,30.421,30.053,29.467,32.808,29.089,30.257,29.013,29.278,28.735
30.665,0.000,27.792,29.131,29.757,27.485,27.509,29.659,27.486,31.675,29.618,29.356,29.597,29.626,29.546,29.222
29.524,28.271,0.000,28.906,29.345,29.267,29.177,28.673,28.876,28.561,29.807,26.899,28.413,28.344,28.726,29.117
33.093,29.490,30.191,0.000,29.123,30.009,29.263,30.363,28.582,29.483,29.281,29.108,27.480,30.534,29.798,28.693
29.890,29.911,30.171,29.963,0.000,25.961,30.999,30.258,30.076,33.414,29.182,29.241,29.321,32.523,29.354,28.956
30.546,28.647,29.533,30.467,26.972,0.000,27.389,29.094,28.853,29.564,29.186,29.647,27.978,29.050,29.162,28.983
31.142,28.269,29.751,29.978,30.506,28.013,0.000,30.161,29.313,30.090,31.066,29.327,29.026,29.548,27.634,28.945
31.574,30.157,29.151,29.630,29.198,30.234,30.445,0.000,28.870,30.784,30.027,29.252,30.601,27.491,29.391,29.470
29.877,27.870,29.159,32.274,30.555,29.209,29.610,28.963,0.000,29.149,29.479,29.346,29.419,29.559,31.332,29.911
46.122,32.445,29.485,46.763,33.385,29.846,29.515,30.202,29.334,0.000,29.143,29.592,28.647,29.708,29.401,29.241
33.693,30.283,29.284,30.055,29.679,30.403,30.345,30.066,31.144,29.829,0.000,29.754,29.026,29.649,30.184,28.891
30.208,30.403,27.829,32.251,31.358,30.571,29.716,30.224,29.141,30.784,30.567,0.000,29.473,29.751,29.363,30.438
29.953,29.811,29.052,27.618,30.037,28.118,29.763,29.834,29.852,29.394,29.018,29.360,0.000,29.119,30.171,29.044
30.622,28.955,28.671,29.415,28.956,29.932,29.863,27.853,30.300,29.563,29.319,30.255,29.176,0.000,27.775,29.824
30.294,29.831,29.373,29.198,29.894,29.405,28.125,29.496,29.307,29.438,29.973,29.517,30.623,27.489,0.000,29.831
29.793,29.461,30.652,29.073,30.633,29.399,29.045,30.478,31.054,30.204,28.944,30.050,28.958,30.143,30.764,0.000
