0.000,29.600,29.142,32.862,29.676,29.134,29.682,28.850,30.068,29.640,32.466,28.857,30.266,29.057,29.339,29.962
43.403,0.000,27.817,29.208,29.707,27.697,27.997,29.438,27.017,31.727,30.390,29.694,29.396,29.101,29.459,28.849
38.509,30.667,0.000,29.134,29.740,28.910,28.840,28.652,28.551,29.084,29.942,27.085,28.560,28.332,28.745,29.296
46.854,29.295,30.028,0.000,29.311,29.850,29.186,30.279,28.595,29.682,28.943,29.190,27.417,28.875,28.703,28.561
46.156,29.913,30.455,30.101,0.000,25.920,30.971,29.992,29.221,32.923,29.544,29.386,29.370,30.339,29.265,29.168
44.237,28.636,29.545,30.324,26.677,0.000,27.261,29.116,28.654,29.596,30.065,28.829,27.325,29.083,29.137,29.772
45.486,28.079,30.532,29.981,30.292,28.237,0.000,30.381,30.838,30.832,31.049,29.274,29.361,29.288,28.084,29.170
42.830,30.143,30.251,29.985,31.435,29.682,31.276,0.000,28.954,30.702,29.727,29.599,32.246,28.529,30.022,29.170
42.841,29.519,29.535,32.310,30.740,29.225,30.024,28.488,0.000,29.504,29.376,29.231,29.485,29.099,32.156,30.898
42.864,32.004,29.531,29.762,33.487,31.234,29.817,30.213,29.555,0.000,29.256,29.688,28.681,29.785,29.318,29.207
33.652,30.190,29.832,29.635,29.804,30.423,30.162,29.979,31.081,29.151,0.000,30.036,29.201,29.926,30.139,29.854
30.270,30.370,27.558,29.843,34.890,29.701,29.575,29.560,29.348,30.980,30.255,0.000,29.503,30.006,29.572,29.936
29.987,30.139,29.185,27.744,30.177,28.082,30.032,29.764,29.744,29.297,29.146,29.337,0.000,29.250,30.278,29.108
30.178,29.167,28.802,29.397,29.108,29.821,29.680,27.716,29.529,30.107,29.401,30.624,30.159,0.000,27.803,29.458
30.307,29.818,29.305,29.202,30.019,29.500,28.316,29.880,29.401,29.448,30.167,29.439,30.470,27.379,0.000,29.905
29.820,29.524,30.091,29.242,30.636,29.624,29.412,30.672,30.105,29.309,29.266,29.971,29.439,29.778,30.078,0.000
