,experiment,cloud,env,env_type,nodes,application,problem_size,metric,value,gpu_count
0,google/gke/cpu,google,gke,cpu,4,cfdscope,44,simulation_seconds,37.6,0
1,google/gke/cpu,google,gke,cpu,4,cfdscope,44,duration,37.619937896728516,0
2,google/gke/cpu,google,gke,cpu,4,cfdscope,44,simulation_seconds,38.35,0
3,google/gke/cpu,google,gke,cpu,4,cfdscope,44,duration,38.373385429382324,0
4,google/gke/cpu,google,gke,cpu,4,cfdscope,44,simulation_seconds,37.3,0
5,google/gke/cpu,google,gke,cpu,4,cfdscope,44,duration,37.320231199264526,0
6,google/gke/cpu,google,gke,cpu,4,cfdscope,44,simulation_seconds,36.96,0
7,google/gke/cpu,google,gke,cpu,4,cfdscope,44,duration,36.98540997505188,0
8,google/gke/cpu,google,gke,cpu,4,cfdscope,44,simulation_seconds,37.3,0
9,google/gke/cpu,google,gke,cpu,4,cfdscope,44,duration,37.3176155090332,0
10,google/gke/cpu,google,gke,cpu,4,cfdscope,88,simulation_seconds,47.7,0
11,google/gke/cpu,google,gke,cpu,4,cfdscope,88,duration,47.73660373687744,0
12,google/gke/cpu,google,gke,cpu,4,cfdscope,88,simulation_seconds,49.05,0
13,google/gke/cpu,google,gke,cpu,4,cfdscope,88,duration,49.08678865432739,0
14,google/gke/cpu,google,gke,cpu,4,cfdscope,88,simulation_seconds,48.75,0
15,google/gke/cpu,google,gke,cpu,4,cfdscope,88,duration,48.78962182998657,0
16,google/gke/cpu,google,gke,cpu,4,cfdscope,88,simulation_seconds,48.55,0
17,google/gke/cpu,google,gke,cpu,4,cfdscope,88,duration,48.58633542060852,0
18,google/gke/cpu,google,gke,cpu,4,cfdscope,88,simulation_seconds,47.44,0
19,google/gke/cpu,google,gke,cpu,4,cfdscope,88,duration,47.47835850715637,0
20,google/gke/cpu,google,gke,cpu,4,cfdscope,22,simulation_seconds,36.75,0
21,google/gke/cpu,google,gke,cpu,4,cfdscope,22,duration,36.77199745178223,0
22,google/gke/cpu,google,gke,cpu,4,cfdscope,22,simulation_seconds,38.29,0
23,google/gke/cpu,google,gke,cpu,4,cfdscope,22,duration,38.30916428565979,0
24,google/gke/cpu,google,gke,cpu,4,cfdscope,22,simulation_seconds,38.71,0
25,google/gke/cpu,google,gke,cpu,4,cfdscope,22,duration,38.725892543792725,0
26,google/gke/cpu,google,gke,cpu,4,cfdscope,22,simulation_seconds,37.2,0
27,google/gke/cpu,google,gke,cpu,4,cfdscope,22,duration,37.22006559371948,0
28,google/gke/cpu,google,gke,cpu,4,cfdscope,22,simulation_seconds,36.98,0
29,google/gke/cpu,google,gke,cpu,4,cfdscope,22,duration,37.00084614753723,0
30,google/gke/cpu,google,gke,cpu,4,cfdscope,11,simulation_seconds,41.3,0
31,google/gke/cpu,google,gke,cpu,4,cfdscope,11,duration,41.31122827529907,0
32,google/gke/cpu,google,gke,cpu,4,cfdscope,11,simulation_seconds,42.42,0
33,google/gke/cpu,google,gke,cpu,4,cfdscope,11,duration,42.43165397644043,0
34,google/gke/cpu,google,gke,cpu,4,cfdscope,11,simulation_seconds,40.28,0
35,google/gke/cpu,google,gke,cpu,4,cfdscope,11,duration,40.28948712348938,0
36,google/gke/cpu,google,gke,cpu,4,cfdscope,11,simulation_seconds,41.15,0
37,google/gke/cpu,google,gke,cpu,4,cfdscope,11,duration,41.17009687423706,0
38,google/gke/cpu,google,gke,cpu,4,cfdscope,11,simulation_seconds,41.39,0
39,google/gke/cpu,google,gke,cpu,4,cfdscope,11,duration,41.40380120277405,0
