,experiment,cloud,env,env_type,nodes,application,problem_size,metric,value,gpu_count
0,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,speedup,3.38,0
1,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,efficiency,5.28,0
2,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,duration,46.722020864486694,0
3,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,speedup,3.33,0
4,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,efficiency,5.2,0
5,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,duration,46.692791223526,0
6,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,speedup,3.2,0
7,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,efficiency,5.01,0
8,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,duration,47.05491399765015,0
9,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,speedup,3.25,0
10,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,efficiency,5.07,0
11,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,duration,46.95730662345886,0
12,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,speedup,3.34,0
13,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,efficiency,5.22,0
14,google/gke/gpu,google,gke,gpu,64,multi-gpu-models,16384x16384,duration,46.630709648132324,0
15,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,speedup,3.45,0
16,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,efficiency,21.57,0
17,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,duration,46.83713412284851,0
18,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,speedup,3.31,0
19,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,efficiency,20.68,0
20,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,duration,46.697118043899536,0
21,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,speedup,3.39,0
22,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,efficiency,21.19,0
23,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,duration,46.46254372596741,0
24,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,speedup,3.49,0
25,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,efficiency,21.81,0
26,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,duration,46.15502119064331,0
27,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,speedup,3.41,0
28,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,efficiency,21.29,0
29,google/gke/gpu,google,gke,gpu,16,multi-gpu-models,16384x16384,duration,46.37346434593201,0
30,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,speedup,3.6,0
31,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,efficiency,11.25,0
32,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,duration,46.23505139350891,0
33,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,speedup,3.47,0
34,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,efficiency,10.84,0
35,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,duration,46.2120099067688,0
36,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,speedup,3.45,0
37,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,efficiency,10.78,0
38,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,duration,46.218432903289795,0
39,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,speedup,3.53,0
40,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,efficiency,11.04,0
41,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,duration,46.032540798187256,0
42,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,speedup,3.59,0
43,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,efficiency,11.22,0
44,google/gke/gpu,google,gke,gpu,32,multi-gpu-models,16384x16384,duration,45.89544129371643,0
45,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,speedup,2.26,0
46,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,efficiency,56.51,0
47,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,duration,51.983253955841064,0
48,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,speedup,2.28,0
49,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,efficiency,57.02,0
50,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,duration,51.51690340042114,0
51,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,speedup,2.28,0
52,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,efficiency,57.06,0
53,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,duration,51.44108724594116,0
54,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,speedup,2.28,0
55,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,efficiency,56.93,0
56,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,duration,51.471587896347046,0
57,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,speedup,2.25,0
58,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,efficiency,56.16,0
59,google/gke/gpu,google,gke,gpu,4,multi-gpu-models,16384x16384,duration,51.66425585746765,0
60,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,speedup,2.96,0
61,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,efficiency,37.01,0
62,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,duration,48.112974643707275,0
63,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,speedup,2.97,0
64,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,efficiency,37.08,0
65,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,duration,47.97330093383789,0
66,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,speedup,3.04,0
67,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,efficiency,38.04,0
68,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,duration,47.67293930053711,0
69,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,speedup,3.05,0
70,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,efficiency,38.08,0
71,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,duration,47.64582180976868,0
72,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,speedup,3.03,0
73,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,efficiency,37.87,0
74,google/gke/gpu,google,gke,gpu,8,multi-gpu-models,16384x16384,duration,47.690640687942505,0
