0.000,42.727,42.116,45.998,43.212,41.990,42.109,41.922,40.698,42.345,41.884,33.463,41.510,41.802,41.501,42.086,42.627,42.495,42.029,41.396,40.887,41.616,41.535,40.768,34.054,42.095,41.114,40.948,41.536,41.359,32.798,32.763,40.651,32.928,42.039,41.298,38.925,41.192,41.685,33.140,34.065,40.788,40.417,33.928,40.215,42.288,33.075,54.503,32.171,40.328,42.815,41.029,40.473,41.123,39.265,32.613,40.778,38.789,32.096,41.060,31.893,41.026,32.071,39.947
48.348,0.000,42.023,42.799,33.617,32.735,43.062,42.747,41.682,42.287,42.357,42.010,43.377,42.238,34.185,39.884,33.095,33.732,33.482,32.946,32.688,41.886,33.072,32.865,42.016,42.853,44.161,39.854,46.216,41.439,41.308,45.373,39.594,42.047,33.297,42.185,33.854,32.923,32.837,40.963,45.444,40.670,32.238,40.796,41.599,29.413,40.360,40.434,41.186,42.429,41.735,40.241,32.201,41.355,40.787,40.367,31.104,42.601,40.650,40.734,41.343,35.157,39.988,34.516
47.714,47.163,0.000,34.363,44.645,41.616,34.399,34.279,45.656,42.924,33.071,40.821,42.268,41.584,42.697,35.213,41.574,41.958,42.364,41.457,41.745,33.551,45.126,42.403,41.908,40.974,44.019,33.062,44.997,41.681,41.792,41.132,43.208,41.487,42.184,38.711,45.167,39.568,40.822,41.401,41.440,41.353,41.189,40.100,41.274,45.335,39.735,42.086,41.543,39.903,34.416,39.531,40.373,32.695,41.522,38.940,40.460,40.848,41.923,33.958,43.606,40.133,45.448,42.112
51.874,48.163,38.452,0.000,43.906,42.787,33.779,34.086,43.006,42.645,33.446,40.400,42.525,42.906,41.635,32.171,41.719,41.600,39.544,41.760,43.607,33.110,40.936,41.699,41.886,42.968,43.510,33.250,41.788,41.618,43.047,43.265,41.696,43.549,41.609,42.645,39.812,41.576,41.399,41.017,45.123,41.296,41.595,41.256,38.988,37.762,41.301,42.368,41.737,40.413,32.013,40.802,40.981,32.664,42.121,40.282,41.326,39.730,40.530,35.358,40.510,40.315,39.980,42.507
47.468,38.764,47.025,47.569,0.000,34.829,42.799,40.530,42.246,42.840,42.562,40.815,41.872,41.639,34.503,41.524,33.187,33.954,33.092,32.925,33.549,45.589,32.924,32.662,41.196,43.223,43.998,39.580,41.732,41.482,44.574,42.378,41.759,41.773,32.608,41.529,34.536,32.994,32.838,41.288,40.889,41.092,32.447,41.739,39.716,32.536,41.042,41.081,41.663,41.682,41.440,41.155,34.596,40.834,40.540,40.977,32.891,38.951,40.026,41.178,42.246,32.739,43.393,31.775
47.521,36.913,46.068,47.977,38.594,0.000,43.259,43.207,41.908,42.844,41.873,39.931,41.553,41.019,33.355,41.636,32.654,34.084,34.267,33.554,32.779,40.552,32.422,33.173,41.316,41.134,45.243,41.435,40.201,41.056,41.153,41.531,40.991,41.260,33.146,41.016,33.155,33.978,33.406,41.162,42.430,41.268,30.862,40.605,41.693,32.533,40.527,40.939,40.855,39.999,41.143,39.332,32.728,42.887,41.496,41.412,32.485,40.027,40.296,40.870,40.287,35.378,40.828,32.604
46.796,47.002,38.461,38.024,47.028,47.042,0.000,35.559,43.250,42.406,32.861,43.027,42.149,42.042,42.463,34.081,41.902,41.898,42.270,42.358,39.934,33.290,43.471,41.866,41.759,40.485,45.850,34.262,42.392,41.538,40.216,42.439,40.864,39.470,41.740,41.415,41.839,39.750,43.435,42.800,40.954,42.050,39.465,41.644,40.681,41.784,40.946,40.329,38.868,41.340,32.426,41.313,40.448,32.366,42.850,41.106,40.715,41.040,41.495,33.098,41.146,40.956,42.604,41.355
47.646,46.895,37.853,39.394,44.760,47.387,40.099,0.000,42.282,42.921,33.562,42.730,41.665,42.005,42.432,36.146,42.778,42.121,41.734,41.692,42.416,33.147,41.406,43.458,41.668,42.586,45.431,32.910,43.987,41.911,42.047,41.520,41.494,42.222,42.693,41.310,41.285,42.576,41.282,43.064,41.060,41.959,41.354,42.160,43.918,41.606,40.940,42.272,41.909,43.924,32.767,40.785,42.010,30.920,41.257,42.654,41.570,40.947,40.823,32.400,40.484,41.762,40.622,42.316
44.865,46.057,50.384,48.082,48.220,46.446,46.659,47.004,0.000,35.959,41.706,42.715,42.514,42.096,42.606,42.661,42.499,42.614,42.368,41.776,41.649,42.510,41.624,39.714,42.960,35.871,46.500,40.121,31.880,42.203,41.840,41.461,41.705,41.221,41.858,41.816,42.988,41.782,56.628,42.163,44.122,40.991,41.140,39.479,42.448,40.757,41.583,39.433,41.340,39.009,41.433,40.873,40.680,41.150,32.103,40.719,43.270,40.743,40.718,38.861,40.344,39.989,40.507,40.079
47.015,46.498,46.151,46.585,45.681,46.946,46.380,46.925,38.640,0.000,44.042,41.353,42.886,42.540,42.909,42.975,43.562,41.414,42.853,42.108,41.921,42.236,42.108,42.645,40.872,34.051,44.858,42.112,33.198,42.352,45.398,42.257,43.446,42.816,42.856,41.567,40.058,42.067,42.152,42.066,41.749,44.347,41.461,41.564,41.074,41.251,40.230,41.766,41.924,40.822,42.676,41.186,42.197,40.953,32.612,41.081,40.925,42.216,41.323,41.138,40.819,42.281,40.820,41.240
