0.000,42.410,41.955,46.021,43.147,41.894,42.437,41.834,40.685,42.526,43.019,33.817,41.992,41.990,42.121,42.144,42.044,42.689,42.317,41.541,40.915,42.083,41.842,41.210,32.973,41.881,41.498,41.413,41.682,41.877,32.915,32.868,40.918,33.001,42.595,41.417,39.036,41.712,41.420,32.791,34.395,40.919,41.160,32.796,40.576,42.658,32.529,41.376,32.912,40.537,41.991,40.458,40.677,41.269,39.535,32.623,40.583,38.905,32.502,41.604,32.336,40.308,32.218,40.101
48.954,0.000,42.649,43.041,34.178,32.620,44.107,42.973,41.901,42.501,42.509,42.231,42.322,41.816,33.927,40.829,33.792,33.854,33.661,33.249,33.338,42.349,33.113,33.743,41.891,41.980,41.254,39.963,45.643,41.664,41.789,44.934,39.818,42.239,33.595,42.072,33.091,33.337,33.181,41.218,44.995,40.935,32.419,41.041,40.504,29.746,40.703,40.690,40.837,42.444,42.253,48.677,32.499,40.918,40.819,40.556,31.182,42.784,41.427,40.665,40.743,35.362,40.787,36.235
48.596,47.115,0.000,35.045,43.136,41.836,34.798,34.128,45.733,42.530,34.331,40.747,42.189,41.610,42.692,34.914,41.666,41.764,42.697,42.212,41.771,33.318,45.310,41.945,41.829,40.789,40.188,33.066,45.144,42.254,42.356,40.438,41.618,41.581,42.860,38.863,44.592,39.530,41.356,41.574,42.624,41.567,40.861,40.518,40.337,44.763,39.163,40.936,41.638,39.976,34.312,40.940,40.825,32.660,41.178,38.753,40.494,40.169,43.326,34.291,44.060,40.493,45.984,41.047
52.386,48.005,39.695,0.000,43.960,42.698,33.781,34.595,43.166,42.727,33.637,40.567,43.103,43.708,42.085,32.611,42.599,42.050,40.433,42.228,41.891,34.060,41.688,42.101,42.185,42.830,39.962,33.255,42.157,41.591,42.875,41.850,41.652,42.710,41.897,42.459,40.187,42.059,41.312,41.371,45.378,41.436,41.931,41.082,39.239,37.785,41.407,42.190,41.495,42.428,32.900,40.789,40.962,32.782,41.393,38.938,40.750,39.071,40.656,34.838,41.936,40.798,40.169,42.797
47.835,38.616,47.334,47.723,0.000,34.994,42.765,41.070,44.354,42.651,42.677,41.855,42.129,41.983,34.375,42.490,33.735,33.939,33.633,33.076,33.417,43.729,33.323,33.334,41.547,42.416,41.197,39.972,41.947,42.045,44.878,42.770,41.513,43.174,33.270,41.231,34.488,32.753,34.222,41.202,41.161,41.217,33.842,41.166,39.195,33.560,41.192,41.189,42.868,41.839,41.047,42.894,34.784,41.256,41.887,41.876,32.867,39.220,40.654,41.173,42.551,32.907,40.480,33.489
48.189,36.985,46.163,47.499,38.801,0.000,42.710,43.948,42.010,42.841,41.796,39.849,43.535,41.760,34.380,41.426,33.164,34.259,34.424,33.329,33.407,40.606,32.837,33.464,41.237,41.679,41.611,41.336,40.300,41.838,41.190,41.905,41.398,41.107,33.321,41.029,32.038,34.782,33.260,41.448,42.757,41.416,31.213,41.816,41.528,32.666,41.338,40.499,41.060,39.050,41.229,39.200,32.936,43.028,42.092,40.767,33.501,40.880,40.237,41.544,40.234,34.931,41.438,32.504
47.203,46.906,38.070,38.078,47.134,47.143,0.000,35.417,42.692,42.598,32.992,42.383,42.431,43.001,42.748,34.477,41.992,42.026,42.256,42.478,39.930,33.394,43.774,40.975,41.974,40.324,42.382,33.230,42.563,41.810,39.977,42.932,41.262,39.899,42.116,41.641,41.728,40.024,43.104,41.693,41.564,41.604,39.677,41.110,41.002,41.638,41.112,40.669,39.021,41.161,32.814,41.094,41.811,32.622,43.412,41.105,41.058,40.800,40.959,32.697,41.367,41.799,42.606,41.120
47.777,46.652,38.128,38.888,45.067,47.117,40.131,0.000,42.664,42.757,33.871,42.862,42.283,42.752,42.355,34.859,42.596,41.828,41.878,41.805,42.568,33.733,41.845,43.608,41.922,42.570,42.208,33.304,42.411,41.963,42.056,41.827,41.757,42.272,42.814,41.258,41.526,42.647,41.310,42.711,41.328,41.524,41.431,41.470,42.016,41.583,41.184,41.758,42.002,41.796,32.637,42.207,42.172,31.338,41.272,42.852,41.972,41.278,40.878,32.880,40.970,40.873,42.579,42.947
45.879,46.372,50.577,47.823,48.170,46.160,47.030,47.742,0.000,35.103,41.864,42.603,42.707,42.364,42.229,43.367,41.543,42.518,42.419,41.400,41.673,42.256,42.663,39.790,43.665,34.233,42.090,40.137,31.680,42.017,42.083,41.922,41.862,41.336,42.199,41.270,42.659,41.973,42.660,43.080,42.907,41.169,41.022,39.871,41.806,41.035,42.824,40.122,46.163,38.972,41.454,41.153,41.580,41.339,33.322,41.050,42.252,42.173,41.386,39.317,40.591,40.305,41.114,40.399
48.287,47.200,46.562,47.168,46.242,47.233,46.899,47.164,38.870,0.000,42.927,41.351,42.605,42.969,42.778,42.822,43.795,41.092,42.734,42.286,42.289,42.738,42.058,42.674,40.792,34.415,42.540,42.228,33.191,41.948,45.702,42.649,43.356,42.663,42.545,41.709,40.008,41.841,41.915,42.250,41.837,43.872,42.335,41.786,41.081,41.836,40.170,41.997,42.683,41.514,42.271,42.655,42.419,41.486,32.881,41.758,41.056,42.559,41.485,41.345,40.987,41.113,41.002,41.634
