,experiment,cloud,env,env_type,nodes,application,metric,value,gpu_count
0,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,duration,112.24799999999999,0
1,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,accuracy,0.8477,0
2,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,duration,109.846,0
3,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,accuracy,0.8477,0
4,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,duration,110.326,0
5,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,accuracy,0.8476,0
6,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,duration,113.0,0
7,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,accuracy,0.8478,0
8,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,duration,157.177,0
9,google/gke/gpu,google,gke,gpu,16,pytorch-mnist,accuracy,0.8478,0
10,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,duration,142.043,0
11,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,accuracy,0.8462,0
12,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,duration,142.84,0
13,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,accuracy,0.8485,0
14,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,duration,143.68,0
15,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,accuracy,0.8482,0
16,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,duration,143.064,0
17,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,accuracy,0.8476,0
18,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,duration,185.339,0
19,google/gke/gpu,google,gke,gpu,32,pytorch-mnist,accuracy,0.8482,0
20,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,duration,89.23400000000001,0
21,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,accuracy,0.8478,0
22,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,duration,68.007,0
23,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,accuracy,0.8478,0
24,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,duration,66.384,0
25,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,accuracy,0.847,0
26,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,duration,67.225,0
27,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,accuracy,0.8487,0
28,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,duration,74.717,0
29,google/gke/gpu,google,gke,gpu,4,pytorch-mnist,accuracy,0.8472,0
30,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,duration,83.485,0
31,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,accuracy,0.8478,0
32,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,duration,83.143,0
33,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,accuracy,0.8475,0
34,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,duration,83.76599999999999,0
35,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,accuracy,0.8474,0
36,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,duration,83.268,0
37,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,accuracy,0.8462,0
38,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,duration,123.648,0
39,google/gke/gpu,google,gke,gpu,8,pytorch-mnist,accuracy,0.8462,0
